,Datetime,Tweet Id,Text,Username,sentiment,sentiment_score,Emotion,emotion_score
19922,2022-03-01 01:54:58+00:00,1498476861046890496,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth Wow @cvspharmacy looks like I need to change my pharmacy,Pepperjacksbest,neutral,0.6571595668792725,anticipation,0.5281028747558594
19923,2022-03-01 01:52:23+00:00,1498476209881108485,"@JuddLegum Looks like my next laptop won't be a Dell, and neither will the hundreds I'm responsible for replacing at my company. (Actions have consequences, @Dell.)",CurtTalksTV,negative,0.762701153755188,disgust,0.7430076003074646
19924,2022-03-01 01:51:53+00:00,1498476085478301697,@DellCares Only if the @Dell dealer not cheated and supplied original hardware otherwise you may get locally fitted duplicate hardware by the exclusive dell store and then the company will write sorry contact dealer who cheated you @jagograhakjago,DrSanjayDhanuka,negative,0.7727698087692261,anger,0.9771998524665833
19925,2022-03-01 01:45:54+00:00,1498474576975642633,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy Insanity.,palmtre2,neutral,0.6213506460189819,anger,0.9831612706184387
19926,2022-03-01 01:41:46+00:00,1498473537614618627,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy Judd! Thank you!,ejeancarroll,neutral,0.8008125424385071,joy,0.8851829767227173
19927,2022-03-01 01:40:38+00:00,1498473255061053443,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy Tell me like I'm 5: Why are corporations allowed to make these donations?,MechanicalDavid,neutral,0.8481559157371521,disgust,0.8363486528396606
19928,2022-03-01 01:40:02+00:00,1498473100890894336,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth Thank you for this. I’m moving my Rx to Rite Aid and Walmart will never see another dime from me,JoyfulSyd,neutral,0.5120329260826111,anger,0.9043031334877014
19929,2022-03-01 01:39:54+00:00,1498473068137791495,@gatos_del @JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth Right? What's up with that?,DuPgMom,neutral,0.5209469795227051,disgust,0.48208773136138916
19930,2022-03-01 01:20:45+00:00,1498468250203697155,"You ok with this @ATT @Oracle @Dell ? After all, Texas is known for having a safe and flawless CPS system, so the kids should be ok…right? https://t.co/NeU4xOFdhS",attanasio_4,neutral,0.6212657690048218,anticipation,0.7446175813674927
19931,2022-03-01 01:13:23+00:00,1498466395323080706,@KUT @ATT @Dell @Oracle …you good with this?,attanasio_4,neutral,0.8446223139762878,anticipation,0.5650624632835388
19932,2022-03-01 00:44:13+00:00,1498459054250864645,"@Dell 
You should be ashamed of yourself for supporting Marjorie Taylor Greene, and Paul Gosar! 
Hope your customers DON'T support you!",JayneDoe1956,negative,0.9377087950706482,anger,0.9799225926399231
19933,2022-03-01 00:33:27+00:00,1498456345133076487,"These corporations a donating to white supremacists and anti Semites Paul Gosar &amp; Marjorie Taylor Greene via NRCC

@nardotrealtor 
@dell 
@Walmart 
@PwC 
@AmericanAir 
@budweiserusa 
@ATT 
@Cigna 
@comcast 
@CVSHealth 
@Deloitte 
@Delta https://t.co/Hz9U7QMK6A",ph_cdn,negative,0.6977831721305847,anger,0.9379401206970215
19934,2022-03-01 00:23:31+00:00,1498453847072669700,"@DellTech @Dell @SharpBuckley You probably shouldn't be wrapping yourself in this glory, given your support for white nationalists.

Two members of Congress spoke at a white nationalist convention. These corporations are supporting their reelection. , by @JuddLegum https://t.co/gbVF6N9Egg",dwiebe99,negative,0.8012925982475281,anger,0.9581663012504578
19935,2022-02-28 23:46:23+00:00,1498444500062015489,These companies are supporting #WhiteNationalist through PAC donations. @Walmart @Dell @ATT @comcast @Budweiser @budweiserusa @AmericanAir @cvspharmacy @Delta please stop giving your money to people who support white nationalist. https://t.co/X39e2ft01k,ZoeyZoeAz,negative,0.838531494140625,anger,0.9745537638664246
19936,2022-02-28 23:31:37+00:00,1498440786697809920,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth F’ing pathetic. This list is very helpful…thank you.,LBmarkella,negative,0.7692726850509644,anger,0.8988450169563293
19937,2022-02-28 23:20:11+00:00,1498437905773207553,@nardotrealtor @Dell @WalmartWorld @PwC are the largest donors to the NRCC but @AmericanAir @ATT @TMobile @FedEx @Ford @JNJCares @Google @cvspharmacy @Delta @Cignaquestions @intel @jpmorgan @PublixHelps @UnitedAirlines_ @VerizonSupport @WellsFargo &amp; @BestBuyCSR are also guilty https://t.co/xDavc8v6vW,LiberalFenix,neutral,0.5163186192512512,anger,0.9505143165588379
19938,2022-02-28 22:52:15+00:00,1498430879424729089,"@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth As a customer of you all (probably not for much longer), I'd have to say white supremacy is not a marketing strategy I would have recommended.",robinwlfl,neutral,0.5244248509407043,anger,0.8854316473007202
19939,2022-02-28 22:43:59+00:00,1498428796353101825,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @Delta Really?!!!,wormdevil,neutral,0.7119854092597961,anticipation,0.3131384253501892
19940,2022-02-28 22:43:57+00:00,1498428790422130688,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth This is unacceptable.,wreddpepper,negative,0.7600712180137634,anger,0.9839980602264404
19941,2022-02-28 22:12:45+00:00,1498420935723941888,"@nardotrealtor
 
@dell
 
@Walmart
 
@PwC
 
@AmericanAir
 
@budweiserusa
 
@ATT
 
@Cigna
 
@comcast
 
@CVSHealth
 
@Deloitte
 
@Delta
 It is despicable that you donate money to people who promote white supremacy. Your customers: all races, religions &amp; creeds would like answers. https://t.co/52md24Um0q",Dotsmom,negative,0.6384755373001099,anger,0.9866032600402832
19942,2022-02-28 21:25:12+00:00,1498408970943442948,@Dell we had a business donate some laptops to a non-profit museum but most are not activated... Windows 10 can't find the key in bios/uefi. Is there a way to find the key for those?,Phrosty23,negative,0.6436041593551636,sadness,0.5886167287826538
19943,2022-02-28 21:05:02+00:00,1498403894166233092,".@Dell shipped me a broken laptop, told me they'd have it picked up a week ago, and no word from them or @FedEx since. Disappointed.",DavidPluym,negative,0.9312453866004944,sadness,0.9485962390899658
19944,2022-02-28 20:59:18+00:00,1498402451325521920,WWT delivers a certainly fast solution to propel your biz; fueled by #XeonScalable CPUs w/ built-in #AI accelerators + #Optane pmem for @VMvare #VSAN.  https://t.co/aXZp4yCrlt @WWTworldwide @Dell #IamIntel @IntelBusiness,jrkenne1,positive,0.9101679921150208,joy,0.9585144519805908
19945,2022-02-28 20:50:13+00:00,1498400168458260481,You are free to support anti-Semitic white nationalists @ATT @FedEx @Dell @Walmart @cvspharmacy @Ford @AnheuserBusch @abinbev @BestBuy @WellsFargo and I'm free to give my money to your competitors. Why would you sully your brands with people like @RepMTG and @RepGosar? https://t.co/quCKakQfAe,Rebma_Camper,negative,0.8348633646965027,anger,0.9854369759559631
19946,2022-02-28 20:43:36+00:00,1498398500282941451,@Dell is the worst company I’ve ever dealt with. Sent in a laptop for repair under warranty in November and I still haven’t received it. First they say they’re repairing it. Then they can’t find the parts for it. Then I Tweet them and they offer to replace it. Now they can’t 🤷🏽‍♀️,Dynesti,negative,0.9367443323135376,anger,0.9795182347297668
19947,2022-02-28 20:40:02+00:00,1498397606753542150,@JuddLegum @richones1 @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy . @Ford say it ain’t so. Anti-American behavior should not be supported by an American car company!,MarkStevn,neutral,0.716590940952301,anger,0.9852213263511658
19948,2022-02-28 20:37:43+00:00,1498397021576712195,@DesertHostage @NRCC @nardotrealtor @Dell @Walmart @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @Deloitte @Delta Well. No more @cvspharmacy for me.,CottMan3,negative,0.6996333003044128,disgust,0.6671427488327026
19949,2022-02-28 20:37:24+00:00,1498396940781850624,"HEY                    @nardotrealtor 
@dell 
@Walmart 
@PwC 
@AmericanAir 
@budweiserusa 
@ATT 
@Cigna
@comcast 
@CVSHealth 
@Deloitte 
@Delta 
Why are you still supporting GOSAR &amp; MTGreene ? Guess you don’t support #Democracy you support the #GOPFascists Everyone needs 2 know https://t.co/CTjRIrU0GJ",KoaCalifornia,neutral,0.7107740640640259,anger,0.9456130266189575
19950,2022-02-28 20:36:21+00:00,1498396677299916802,"If you're sponsoring traitors like @RepMTG  and @RepGosar I'm not doing business with you.  I've bought my last @dell, @walmart, , traveled on @delta or @AmericanAir, no @CVSHealth .  UnAmerican to do business with them. https://t.co/lPMynEieEs",BillAdkinsKY,negative,0.9253607392311096,anger,0.9825031757354736
19951,2022-02-28 20:29:20+00:00,1498394913377067015,"@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy Hey, @google...maybe don't support there people. I'm sure you can find ways to donate to Republicans that don't support white supremacy.",DouHan,neutral,0.7765085697174072,anger,0.9172247052192688
19952,2022-02-28 20:01:51+00:00,1498387996948766723,"Support more VDI power users, speed desktop responsiveness, and grow your employee base with @Dell EMC #PowerEdge R840 servers powered by 2nd Gen @intel Xeon Scalable processors: https://t.co/FAQgRftEVi https://t.co/zj1tWdV84K",PrincipledTech,positive,0.7583494186401367,joy,0.893918514251709
19953,2022-02-28 19:52:13+00:00,1498385570543906836,"@pinciukas1 @Google @Shell @Dell @jetbrains I believe they can, they can also suspend it until war is over, that is fine too.",illiaromanenko,neutral,0.684673011302948,optimism,0.6722725629806519
19954,2022-02-28 19:42:14+00:00,1498383058185113600,@illiaromanenko @Google @Shell @Dell @jetbrains You think they can close massive office with 1000+ devs in 5 days?,pinciukas1,neutral,0.5359799265861511,anticipation,0.6258593797683716
19955,2022-02-28 19:18:02+00:00,1498376966835113985,"@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy What about google, twitter and Facebook. U should boycott.",ScottBigX,neutral,0.7163054347038269,anger,0.9575842022895813
19956,2022-02-28 18:52:17+00:00,1498370489416241154,"@labyrinthweaver @Ford @Walmart @Delta @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @Deloitte They all support crazy people, good to know.",crensen56,negative,0.6643071174621582,anger,0.9159122109413147
19957,2022-02-28 18:47:44+00:00,1498369344136491012,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth Shame on all of these companies. I’m not buying anything from any of you,bobbiekingsbury,negative,0.7819323539733887,anger,0.98194420337677
19958,2022-02-28 18:45:04+00:00,1498368670422093825,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth Shame!!,Mr_k_fish,negative,0.7229808568954468,disgust,0.94454425573349
19959,2022-02-28 18:30:48+00:00,1498365083818278912,"Good job @Dell and @PurolatorInc ... Delivery date on purchase: Feb 26, label created on 23, still hasn't been picked by Puro! Should have bought elsewhere since I needed it before March 2nd... #CrappyService2ndStrike",astharoh,negative,0.3690674901008606,anger,0.9637772440910339
19960,2022-02-28 18:24:06+00:00,1498363396051415043,"As many companies are ending their relationships with Russia, including @Google, @Shell, @Dell, and many more, it's time to decide for @jetbrains. I don't think that we can use your products if you have offices in Russia 🛑 #StandWithUkriane #itarmyofukraine",illiaromanenko,negative,0.7729877233505249,disgust,0.5952221751213074
19961,2022-02-28 18:08:01+00:00,1498359349349171205,"[New #Webcast Alert] Learn how ""Using #RPM to Enhance #ChronicDiseaseManagement"" can help #chronicconditions, like #hypertension, #diabetes, and #cancer, that require #ongoingcare, to be monitored #remotely. 
Sponsored by @Dell 
https://t.co/70i3JsONCT https://t.co/QHoZjFKS2V",mHealthIntel,neutral,0.677727460861206,optimism,0.7429693341255188
19962,2022-02-28 17:57:11+00:00,1498356620690178051,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy This is disgusting that these companies are still financially supporting these PACs which contribute to these traitorous trash republicans who support authoritarianism and white supremacy.,TryChick,neutral,0.7237832546234131,anger,0.9869433641433716
19963,2022-02-28 17:55:43+00:00,1498356251960520708,Hey @Dell @TimApple can we finally do away with NUM Lock?,FrazNaz,neutral,0.676642894744873,anticipation,0.5321370959281921
19964,2022-02-28 17:46:22+00:00,1498353900876976134,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @FedEx @Google @intel @JNJCares @jpmorgan @Publix @TMobile @united @Verizon @WellsFargo @BestBuy I just deleted my @Google app. Not easy. I use it all the time.,janucristi,neutral,0.6276183128356934,disgust,0.7101313471794128
19965,2022-02-28 17:38:10+00:00,1498351838441000966,"The question is not if but when will #5G #OpenRAN vendors shift from COTS-only hardware to COTS+inline acceleration? The answer is now, with solutions based on widely-deployed @MarvellTech OCTEON Fusion baseband processors. @Dell @ADI_News @Arm https://t.co/xOTwIfr8E6",PCarson123,neutral,0.8275423645973206,anticipation,0.8025807738304138
19966,2022-02-28 17:36:56+00:00,1498351527110463488,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth Corporate donations to White Nationalists… thank you for telling us what and where not to buy,sktaylor88,negative,0.5171282887458801,anger,0.7767740488052368
19967,2022-02-28 17:25:19+00:00,1498348603730919426,"@Dell @DellServices @DellSupport - My laptop is 2 months old and it’s terribly slow why do you sell such shitty products.
I am never buying dell again",vastav_adhicary,negative,0.955704927444458,anger,0.9807995557785034
19968,2022-02-28 17:18:59+00:00,1498347009366970373,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth 🖕em all,indykid82,negative,0.6869564056396484,anticipation,0.27016064524650574
19969,2022-02-28 17:04:54+00:00,1498343464479731713,@JuddLegum @Ford @Walmart @Delta @Deloitte @NRCC @LibertyMutual @nardotrealtor @Dell @PwC @AmericanAir @budweiserusa @ATT @Cigna @comcast @CVSHealth @PwC at least should be considered a foreign lobbyist.,PopeCarlito,negative,0.5350598096847534,disgust,0.47303256392478943
19970,2022-02-28 17:04:41+00:00,1498343408678719489,A new Tradition! Check out my @Compete4ever #Madden22 League on TV every Sat &amp; Sun 7am &amp; 11am ET on @BNCNews Streaming on @BNCGO @__bbell @Boredy_Mcbored @Dell @RapSnacksNow @Zipchair @ZipchairGaming #esports #gaming #nfl @Buccaneers @Ravens @AZCardinals #bucs #ravens #cardinals https://t.co/F7eXKkzr4B,mrlarryridley,neutral,0.5073285102844238,joy,0.7245795130729675
